		Year of publication																																		
Frisian, Eastern	German													1		1	1																			
Frisian, Northern	English																			1																
Frisian, Northern	French																			1																
Frisian, Northern	German				1									1		1	1			1																
Frisian, Old	Dutch																											1								
Frisian, Old	French																	1																		
Frisian, Western	Dutch							1	1	5	2	3	1	3	1	2		3	8	3	8	4	3	4	8	8	13	6	7	8						
Frisian, Western	English						1	1													1							1	1			1				
Frisian, Western	French																		1		1										1					
Frisian, Western	German													2		1	1												1	1			1			
Frisian, Western	Italian																													1						
Frisian, Western	Scots																															1				
Friulian	French																									1	1									
Friulian	German																					1					2									
Friulian	Italian																				1					1	1									
Fulah	English																	1																		
Fulah	French						1	1	1						1			1			1		1			1		1	2			1				
Fulah	Portuguese																1																			
Fulfulde, Adamawa	French			1																																
Fulfulde, Maasina	English											1																								
Fulfulde, Maasina	French																					1			1											
Fwâi	French																										2									
Gaelic (Scots)	Breton							1																												
Gaelic (Scots)	English		1	1	1	1				4	2	5		1	1		1		1	1	4	2	5	4	5	3	2	1	3		3	3				
Gaelic (Scots)	Finnish																													1						
Gaelic (Scots)	French			2							1							1		1			1								1					
Gaelic (Scots)	Gallegan																							1												
Gaelic (Scots)	German			1			1	2	3	1	1				1		1						1		1											
Gaelic (Scots)	Irish										6	2											3	1												
Gaelic (Scots)	Scots																														1					
Gaelic (Scots)	Spanish											1						1				1				1										
Gaelic (Scots)	Swedish													1			1																			
Gaelic (Scots)	Welsh									1	1				1			1						1												
Gagauz	English																													1						
Gagauz	Moldavian				1			1											1								1			1						
Gagauz	Romanian																								1											
Gagauz	Russian		1							1		1	1									1			1		1			2		1	1			
Gagauz	Ukrainian													1																						
Gallegan	Aragonese																						1				1									
Gallegan	Asturian; Bable														1		5	1	1	2	2		2	2	4		4	1								
Gallegan	Basque						1	1	2	1	1	3	1	1			2	2	2	3	1	3	6	5	21	9	5	5	3	3	3	3				
Gallegan	Breton												1							1				1												
Gallegan	Catalan						2	4	2	1	2	1	2	1	1	2	6	3	5	8	9	8	9	13	24	18	11	8	20	12	6	14				
Gallegan	Catalan, Valencian																					1	2						1							
Gallegan	Croatian																								1											
Gallegan	Dutch																			1																
Gallegan	English														2	1	7	3	1	6	1		7	10	5	11	9	12	1	4	36	16				
Gallegan	French											2			2		5			1			1	1		2	2	3		2	15	7				
Gallegan	Gallegan																									1										
Gallegan	Gascon, Aranese								1	1			1																							
Gallegan	German							1							2		1			1	1							1	1							
Gallegan	Hebrew																												1							
Gallegan	Hungarian																								1	1										
Gallegan	Italian												1		2	1					1							1		1	1					
Gallegan	Japanese																									1				1						
Gallegan	Korean																				1															
Gallegan	Macedonian																						1													
Gallegan	Multiple languages	1															1		1				1													
Gallegan	Norwegian																										1									
Gallegan	Polish																									1				1						
Gallegan	Portuguese												1		2		2			1			1		1	1	2	4	1	4	23	5				
Gallegan	Russian																		1									1	1	1						
Gallegan	Spanish		4	1	5	1	4	4	4	5	3	2	4	7	4	1	43	23	15	27	31	30	31	37	53	67	63	58	78	28	69	86				
Gallegan	Swedish																				1															
Gallegan	Ukrainian										1																									
Gallo	French																														1					
Ganda	English				1					1																		1		1						
Garifuna	English																														1					
Gascon	French	1	2	1											1		1	2		1	1	1														
Geez	Amharic																			1						1										
Geez	English																			1	1			1	1	1		2			1					
Geez	French										1										1				1	1		1			2					
Geez	German																	1														1				
Geez	Italian																										2									
Geez	Norwegian, Bokmål																															1				
Georgian	Abkhazian			3	1	2		1		1		1																								
Georgian	Adyghe; Adygei												1																							
Georgian	Arabic					1			1		1	1	1					1					1													
Georgian	Armenian		5	2	1	5	2	1	1	4	4	2	3	5								1	1	1		2	5		1	2	2	1	1			
Georgian	Azerbaijani		6	5	2	5		3	1	5	7	4	1												1											
Georgian	Basque														2								1													
Georgian	Belarusian						2		2				3	1						1																
Georgian	Bengali												1																							
Georgian	Bulgarian				2	2			2		4	2	2	1																						
Georgian	Catalan														1																					
Georgian	Czech		4	1		3	3	2	1	3	2	2	1	1															1							
Georgian	Dargwa																	1																		
Georgian	Dutch								1																		1									
Georgian	English		8	2	4	4	3	1	4	3	5	3	4	3	1			2		4		1			1	1	1			1						
Georgian	Esperanto						1						1																							
Georgian	Estonian		1	1	2	1	2	1		3				1		1																				
Georgian	Finnish			1	1	1	1						1	1																						
Georgian	French		4	3	1	3	1	1			4	3	3	2			1	1	1			3	1	1	1		1		2		1	1				
Georgian	German		1	3		6	4	4	4	4	6	3	4	4	4				3		1	3	1	3	3	1			2	3	3	2	2			
Georgian	Gujarati											1																								
Georgian	Hebrew		1																																	
Georgian	Hindi		1				1																													
Georgian	Hungarian						1	1	1	2	2	3	1	1																						
Georgian	Icelandic																			1																
Georgian	Indonesian		1																																	
Georgian	Italian		1		1				1		1	1					1																			
Georgian	Japanese														1													1								
Georgian	Kabardian					1									1																					
Georgian	Karachay-Balkar					1									1																					
Georgian	Kara-Kalpak									1																										
Georgian	Kazakh				1		1		1		1																	1								
Georgian	Kirghiz		2			2		1		1	2			1																						
Georgian	Kumyk												1																							
Georgian	Lak							1																												
Georgian	Latvian		1		2		2		2																											
Georgian	Lithuanian				1	3	1	1	1	2	1	1								1																
Georgian	Moldavian		1				1	1	1	2		1	1								1	1														
Georgian	Mongolian, Halh											1																								
Georgian	Multiple languages				1					1																										
Georgian	Norwegian					1					1																									
Georgian	Ossetian; Ossetic			1		3			3	3	2		1																							
Georgian	Polish					3	1		3		1	1							1																	
Georgian	Romanian				3	2	2		1				1																							
Georgian	Russian		53	47	47	47	53	54	66	49	69	68	54	23	19	1	1	4	4	2			1					4	3	1	3					
Georgian	Serbian																		2																	
Georgian	Serbo-Croatian (to 1992)									1		1	1																							
Georgian	Slovak		1	3	3	2	3	5	4		4			2																						
Georgian	Spanish								1	2					1									1			1									
Georgian	Swedish																		1	1																
Georgian	Tajik		1			1		1	1	1		2	1																							
Georgian	Tatar									1																										
Georgian	Turkish					2	1								1									1												
Georgian	Turkmen			1		2				1																										
Georgian	Ukrainian			7	5	6	3	1	4	3	8	3	2	2	3																					
Georgian	Uzbek			1	1	2	1			1		2																								
Georgian	Vietnamese										1																									
Georgian	Yakut					1																														
Georgian, Old	Georgian									2																										
Georgian, Old	German			1																																
Georgian, Old	Greek, Modern (1453-)											1																								
Georgian, Old	Russian					1		1		2	1		2																							
German	Abkhazian					1																														
German	Afar																		1																	
German	Afrikaans																															9				
German	Albanian	5	13	14	11	8	11	4	9	9	11	8	4	5	1			1	8	6	7	8	19	21	29	38	41	46	37	38	76	52	43			
German	Alsacien																								1			1				1				
German	Amharic		1	1	1			1			1																									
German	Arabic	2	10	18	14	10	14	10	20	15	16	17	9	13	9	8	10	14	12	14	6	36	27	26	31	32	28	19	37	21	12	13	17	4		
German	Aragonese																1																			
German	Arandai		1																																	
German	Armenian		5	2	6	5	2	3	6	6	6	4	5	5	3	4	1	5	1	1		3		3	2	6	4	4	7	4	5	6	2	1		
German	Assamese		1		1		1	1	1	2			1	1							1	1	4		1				1							
German	Asturian; Bable																						1	1	1											
German	Avaric					1																														
German	Aymara																				1											1				
German	Azerbaijani			3	1	2	4		4	3	5	2	2	2											2											
German	Bantu languages, other																											1	1		1					
German	Bashkir				2			1																												
German	Basque		1		1	6	11	10	11	10	8	7	2	19	14	17	14	10	19	12	6	14	15	11	10	6	12	16	20	1	19	18				
German	Bavarian, dialects of																											1								
German	Belarusian		1	1	3	5	2	1	2	3	2	1	5			2	3	3	1	6	1		1	1	1	2		2	1	5	3		1			
German	Bengali	1	9	3	6	10	2	4	5	3	3	1	6	1				2			2	1	2	2	2	2		4			1					
German	Bikol																				1															
German	Bosnian																			1		2	1			1			9		1	1				
German	Breton								1						1					1	1	1	2	1						1						
German	Bulgarian	2	53	52	60	51	74	67	75	50	47	47	47	38	87	145	139	149	119	126	94	125	99	73	31	76	78	82	83	89	103	77	27			
German	Burmese							1						2																						
German	Catalan		3	11	26	22	35	56	57	72	55	62	43	95	52	76	79	54	49	43	47	58	69	65	88	94	102	56	91	20	69	69	2			
German	Catalan, Valencian								1	1	1	1						2	1					1												
German	Cebuano																										1									
German	Chechen				1											1																				
German	Chinese	2	6	6	2	5	2	7	1	4	9	9	6	2	2	3	2	3	3	5	116	7	8	17	54	332	719	747	746	661	468	2				
German	Chukot			1										1																						
German	Chuvash		1																																	
German	Cornish																			1																
German	Croatian	3			1			1							2	36	70	62	80	77	108	118	95	120	145	163	193	203	211	212	242	251	252			
German	Croatian, dialects of																									1										
German	Czech	5	126	55	52	82	46	57	45	48	54	53	48	85	95	139	626	1088	1159	1034	1264	1122	952	923	1027	920	924	982	1044	1138	1115	1162	1073		1	
German	Danish	4	183	182	119	97	172	155	158	206	190	145	147	124	201	173	132	137	128	144	144	153	204	222	153	202	143	132	134	133	234	146	2		1	
German	Dargwa					1																														
German	Dutch	82	269	221	233	228	239	380	661	625	584	525	474	604	669	457	211	653	634	638	677	634	292	429	826	837	828	720	698	643	73	19	10	1	1	
German	English	16	1048	911	969	801	805	899	1000	1004	811	909	916	1032	1085	1063	1013	1057	1107	1076	1171	1336	1360	1248	1353	1392	1036	1189	1299	1043	1140	862	379	9	1	
German	English, Middle (1100-1500)				1																															
German	English, Old (ca.450-1100)		1																																	
German	Esperanto			2		2	2	4	3		4	3	2	3	2			1	2		1		4	1	8	7	5		5	2	5	5	1			
German	Estonian		16	16	17	17	16	14	10	9	15	14	13	15	5	36	63	51	72	86	69	91	77	112	153	129	132	105	106	126	167	122	81			
German	Even													1																						
German	Faroese													1		2			1					2	1	3		1	3	1	3					
German	Farsi, Eastern; Dari			4				2																												
German	Farsi, Western; Persian		1		3					20	12			1			1			1		1	184			2	8	193					1			
German	Filipino; Pilipino															1				1																
German	Finnish		119	124	128	146	127	123	119	95	90	123	148	112	89	21	76	106	129	102	94	99	124	131	115	106	94	117	128	157	149	152				
German	French	4	778	675	608	583	526	569	486	428	505	496	579	590	714	698	726	762	731	847	874	941	975	864	1113	1025	853	1070	1151	1071	1093	792	100	1	3	1
German	Frisian, Eastern																															1				
German	Frisian, Northern			1																																
German	Frisian, Western								2	11	5	5	2											2												
